Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,testProcessTreeDump,Magic Number,The method contains a magic number: 5,549
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,testProcessTreeDump,Magic Number,The method contains a magic number: 2,549
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,testProcessTreeDump,Magic Number,The method contains a magic number: 3,549
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,testProcessTreeDump,Magic Number,The method contains a magic number: 4,549
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,testProcessTreeDump,Magic Number,The method contains a magic number: 5,549
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,testProcessTreeDump,Magic Number,The method contains a magic number: 5,549
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,testProcessTreeDump,Magic Number,The method contains a magic number: 5,549
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,testProcessTreeDump,Magic Number,The method contains a magic number: 5,549
hadoop,org.apache.hadoop.yarn.util,TestProcfsBasedProcessTree,isAlive,Empty catch clause,The method has an empty catch block.,644
hadoop,org.apache.hadoop.yarn.util,TestApplicationClassLoader,testConstructUrlsFromClasspath,Long Statement,The length of the statement "cp.append(file.getAbsolutePath()).append(File.pathSeparator).append(dir.getAbsolutePath()).append(File.pathSeparator).append(jarsDir.getAbsolutePath() + "/*").append(File.pathSeparator).append(nofile.getAbsolutePath()).append(File.pathSeparator).append(nofile.getAbsolutePath() + "/*").append(File.pathSeparator);" is 313.,57
hadoop,org.apache.hadoop.yarn.util,TestApplicationClassLoader,testConstructUrlsFromClasspath,Magic Number,The method contains a magic number: 3,57
hadoop,org.apache.hadoop.yarn.util,TestApplicationClassLoader,testConstructUrlsFromClasspath,Magic Number,The method contains a magic number: 2,57
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 8,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 2392781,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 1000D,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 54972994,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 188860,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 19803373,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 100L,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 200L,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 6.25F,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 600L,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 300L,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 25F,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcStatAndCpuFile,Magic Number,The method contains a magic number: 25F,143
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 4058864L,210
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 99632L,210
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 567732L,210
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 2096472L,210
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 1818480L,210
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 1024L,210
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 1024L,210
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 1024L,210
hadoop,org.apache.hadoop.yarn.util,TestLinuxResourceCalculatorPlugin,testParsingProcMemFile,Magic Number,The method contains a magic number: 1024L,210
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 30000,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 1000,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 3072,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 3072,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 3000,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 2048,43
hadoop,org.apache.hadoop.yarn.util,TestWindowsBasedProcessTree,testTree,Magic Number,The method contains a magic number: 4000,43
hadoop,org.apache.hadoop.yarn.util,TestRackResolver,testCaching,Empty catch clause,The method has an empty catch block.,72
hadoop,org.apache.hadoop.yarn.util,TestRackResolver,testCaching,Long Statement,The length of the statement "conf.setClass(CommonConfigurationKeysPublic.NET_TOPOLOGY_NODE_SWITCH_MAPPING_IMPL_KEY`MyResolver.class`DNSToSwitchMapping.class);" is 129.,72
hadoop,org.apache.hadoop.yarn.util,TestRackResolverScriptBasedMapping,testScriptName,Long Statement,The length of the statement "conf.setClass(CommonConfigurationKeysPublic.NET_TOPOLOGY_NODE_SWITCH_MAPPING_IMPL_KEY`ScriptBasedMapping.class`DNSToSwitchMapping.class);" is 137.,30
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,updateProcessTree,Complex Method,Cyclomatic complexity of the method is 15,140
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,getProcessTreeDump,Long Statement,The length of the statement "ret.append(String.format("\t|- PID PPID PGRPID SESSID CMD_NAME " + "USER_MODE_TIME(MILLIS) SYSTEM_TIME(MILLIS) VMEM_USAGE(BYTES) " + "RSSMEM_USAGE(PAGES) FULL_CMD_LINE\n"));" is 173.,244
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,getProcessTreeDump,Long Statement,The length of the statement "ret.append(String.format(PROCESSTREE_DUMP_FORMAT`p.getPid()`p.getPpid()`p.getPgrpId()`p.getSessionId()`p.getName()`p.getUtime()`p.getStime()`p.getVmem()`p.getRssmemPage()`p.getCmdLine(procfsDir)));" is 197.,244
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,getProcessList,Empty catch clause,The method has an empty catch block.,341
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Long Statement,The length of the statement "pinfo.updateProcessInfo(m.group(2)`m.group(3)`Integer.parseInt(m.group(4))`Integer.parseInt(m.group(5))`Long.parseLong(m.group(7))`new BigInteger(m.group(8))`Long.parseLong(m.group(10))`Long.parseLong(m.group(11)));" is 215.,362
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Magic Number,The method contains a magic number: 2,362
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Magic Number,The method contains a magic number: 3,362
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Magic Number,The method contains a magic number: 4,362
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Magic Number,The method contains a magic number: 5,362
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Magic Number,The method contains a magic number: 7,362
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Magic Number,The method contains a magic number: 8,362
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Magic Number,The method contains a magic number: 10,362
hadoop,org.apache.hadoop.yarn.util,ProcfsBasedProcessTree,constructProcessInfo,Magic Number,The method contains a magic number: 11,362
hadoop,org.apache.hadoop.yarn.util,ApplicationClassLoader,loadClass,Complex Method,Cyclomatic complexity of the method is 9,129
hadoop,org.apache.hadoop.yarn.util,ConverterUtils,toNodeId,Magic Number,The method contains a magic number: 2,148
hadoop,org.apache.hadoop.yarn.util,RackResolver,init,Long Statement,The length of the statement "Class<? extends DNSToSwitchMapping> dnsToSwitchMappingClass=conf.getClass(CommonConfigurationKeysPublic.NET_TOPOLOGY_NODE_SWITCH_MAPPING_IMPL_KEY`ScriptBasedMapping.class`DNSToSwitchMapping.class);" is 197.,43
hadoop,org.apache.hadoop.yarn.util,RackResolver,init,Long Statement,The length of the statement "dnsToSwitchMapping=((newInstance instanceof CachedDNSToSwitchMapping) ? newInstance : new CachedDNSToSwitchMapping(newInstance));" is 129.,43
hadoop,org.apache.hadoop.yarn.util,Graph,wrapSafeString,Magic Number,The method contains a magic number: 14,136
hadoop,org.apache.hadoop.yarn.util,Graph,generateGraphViz,Long Statement,The length of the statement "sb.append(String.format("%s%s -> %s [ label = %s ];\n"`indent`wrapSafeString(e.from.getUniqueId())`wrapSafeString(e.to.getUniqueId())`wrapSafeString(e.label)));" is 160.,146
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newLocalResource,Long Parameter List,The method has 5 parameters. ,111
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newLocalResource,Long Parameter List,The method has 5 parameters. ,123
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newNodeReport,Long Parameter List,The method has 8 parameters. ,215
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newContainer,Long Parameter List,The method has 7 parameters. ,241
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newToken,Long Parameter List,The method has 5 parameters. ,255
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newContainerToken,Long Statement,The length of the statement "ContainerToken containerToken=newToken(ContainerToken.class`tokenIdentifier.getBytes()`ContainerTokenIdentifier.KIND.toString()`password`SecurityUtil.buildTokenService(addr).toString());" is 186.,275
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newContainerLaunchContext,Long Parameter List,The method has 7 parameters. ,288
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newApplicationReport,Long Parameter List,The method has 17 parameters. ,332
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newApplicationResourceUsageReport,Long Parameter List,The method has 5 parameters. ,362
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newAllocateRequest,Long Parameter List,The method has 5 parameters. ,391
hadoop,org.apache.hadoop.yarn.util,BuilderUtils,newAllocateResponse,Long Parameter List,The method has 8 parameters. ,405
hadoop,org.apache.hadoop.yarn.util,FSDownload,FSDownload,Long Parameter List,The method has 5 parameters. ,70
hadoop,org.apache.hadoop.yarn.util,FSDownload,copy,Long Statement,The length of the statement "throw new IOException("Resource " + sCopy + " changed on src filesystem (expected "+ resource.getTimestamp()+ "` was "+ sStat.getModificationTime());" is 149.,169
hadoop,org.apache.hadoop.yarn.util,FSDownload,copy,Long Statement,The length of the statement "throw new IOException("Resource " + sCopy + " is not publicly accessable and as such cannot be part of the"+ " public cache.");" is 127.,169
hadoop,org.apache.hadoop.yarn.util,FSDownload,unpack,Complex Conditional,The conditional expression lowerDst.endsWith(".tar.gz") || lowerDst.endsWith(".tgz") || lowerDst.endsWith(".tar") is complex.,190
hadoop,org.apache.hadoop.yarn.util,FSDownload,unpack,Complex Conditional,The conditional expression lowerDst.endsWith(".tar.gz") || lowerDst.endsWith(".tgz") || lowerDst.endsWith(".tar") is complex.,190
hadoop,org.apache.hadoop.yarn.util,FSDownload,unpack,Complex Method,Cyclomatic complexity of the method is 16,190
hadoop,org.apache.hadoop.yarn.util,FSDownload,unpack,Empty catch clause,The method has an empty catch block.,190
hadoop,org.apache.hadoop.yarn.util,FSDownload,call,Empty catch clause,The method has an empty catch block.,261
hadoop,org.apache.hadoop.yarn.util,FSDownload,call,Empty catch clause,The method has an empty catch block.,261
hadoop,org.apache.hadoop.yarn.util,FSDownload,call,Long Statement,The length of the statement "Path dTmp=null == userUgi ? files.makeQualified(copy(sCopy`dst_work)) : userUgi.doAs(new PrivilegedExceptionAction<Path>(){" is 123.,261
hadoop,org.apache.hadoop.yarn.util,VisualizeStateMachine,getGraphFromClasses,Magic Number,The method contains a magic number: 4,28
hadoop,org.apache.hadoop.yarn.util,VisualizeStateMachine,main,Magic Number,The method contains a magic number: 3,56
